City ID,City,Country,Date,Max Temp,Clouds,Humidity,Wind Speed,Lat,Lng
105,Terme,TR,1601155088,62.6,20,93,2.24,41.21,36.97
106,Beringovskiy,RU,1601154937,34.65,9,81,12.64,63.05,179.32
107,Lorengau,PG,1601155235,83.03,98,75,6.38,-2.02,147.27
108,Tsabong,BW,1601155235,56.34,0,34,9.78,-26.02,22.4
109,Tharād,IN,1601155235,80.65,0,80,9.51,24.4,71.63
110,Thompson,CA,1601155235,57.2,75,62,12.75,55.74,-97.86
111,Klaksvík,FO,1601155236,46.4,100,81,12.75,62.23,-6.59
112,Souillac,MU,1601155236,68.0,40,82,8.05,-20.52,57.52
113,Hithadhoo,MV,1601155236,82.29,98,69,6.2,-0.6,73.08
114,Caravelas,BR,1601155237,72.64,0,76,5.61,-17.71,-39.25
115,Moerai,PF,1601155237,71.76,14,73,10.71,-22.43,-151.33
116,Turukhansk,RU,1601155237,37.65,86,93,12.26,65.82,87.98
117,Achacachi,BO,1601155237,52.18,23,53,11.97,-16.05,-68.68
118,Selkirk,CA,1601155237,73.0,35,69,5.99,50.14,-96.88
119,Punta Gorda,US,1601155075,87.01,75,74,8.05,26.93,-82.05
120,Kieta,PG,1601155238,80.2,96,74,2.26,-6.22,155.63
121,George Town,MY,1601155160,80.6,20,83,6.93,5.41,100.34
122,Pozo Colorado,PY,1601155238,104.47,0,21,10.18,-23.49,-58.8
123,Greensboro,US,1601154636,72.0,75,73,3.36,36.07,-79.79
124,Whitehorse,CA,1601155239,51.8,75,57,12.75,60.72,-135.05
125,Pacasmayo,PE,1601155239,66.54,5,71,15.86,-7.4,-79.57
126,Mollendo,PE,1601155239,59.32,100,78,6.24,-17.02,-72.01
127,Clyde River,CA,1601154951,30.2,75,92,14.99,70.47,-68.59
128,Westport,US,1601155204,73.0,90,78,9.17,41.14,-73.36
129,Iqaluit,CA,1601155240,30.2,75,80,13.87,63.75,-68.51
130,Mojo,ET,1601155240,61.21,20,77,3.65,8.6,39.12
131,Cayenne,GF,1601155157,86.0,1,58,10.29,4.93,-52.33
132,Bowen,AU,1601155241,62.6,0,82,1.12,-20.02,148.23
133,Airai,TL,1601155081,59.67,100,80,2.86,-8.93,125.41
134,Halifax,CA,1601155118,62.01,3,92,3.0,44.65,-63.57
135,Bethel,US,1601155118,73.0,75,73,6.93,41.37,-73.41
136,Koumac,NC,1601155241,77.05,2,74,7.05,-20.57,164.28
137,Fukuechō,JP,1601155242,71.78,13,75,25.01,32.69,128.84
138,Bafatá,GW,1601155242,76.95,76,94,5.46,12.17,-14.75
139,Nadym,RU,1601155242,45.99,97,93,7.78,65.53,72.52
140,Tiksi,RU,1601155079,41.41,100,75,7.49,71.69,128.87
141,Butaritari,KI,1601155057,81.9,100,73,11.21,3.07,172.79
142,Alice Springs,AU,1601155012,53.6,3,32,6.93,-23.7,133.88
143,Ko Samui,TH,1601155243,83.08,100,78,17.43,9.54,99.94
144,Gwadar,PK,1601155243,81.32,0,71,6.06,25.12,62.33
145,Mocuba,MZ,1601155243,80.74,0,29,7.61,-16.84,36.99
146,Siljan,NO,1601155244,53.01,100,82,7.0,59.29,9.71
147,Bintulu,MY,1601155244,75.2,40,94,5.82,3.17,113.03
148,Okhotsk,RU,1601155244,49.55,100,81,8.16,59.38,143.3
149,Oistins,BB,1601155145,86.0,40,74,14.99,13.07,-59.53
150,Massakory,TD,1601155244,85.78,9,45,7.85,13.0,15.73
151,Lagoa,PT,1601155245,69.58,0,83,16.8,39.05,-27.98
152,Marawi,PH,1601155135,72.0,98,93,5.99,8.0,124.29
153,Bambous Virieux,MU,1601155051,70.0,40,82,8.05,-20.34,57.76
154,Cidreira,BR,1601155043,64.72,92,93,20.31,-30.18,-50.21
155,Arraial do Cabo,BR,1601154937,78.8,0,78,13.87,-22.97,-42.03
156,Guerrero Negro,MX,1601155015,79.29,0,49,12.03,27.98,-114.06
157,Quang Ngai,VN,1601155178,76.24,100,87,3.69,15.12,108.8
158,New Norfolk,AU,1601155246,44.01,29,71,1.01,-42.78,147.06
159,Mar del Plata,AR,1601154946,55.99,90,100,11.41,-38.0,-57.56
160,Omsukchan,RU,1601155246,36.61,0,80,5.82,62.53,155.8
161,Longyearbyen,SJ,1601154897,28.4,75,74,2.24,78.22,15.64
162,College,US,1601155091,48.0,40,70,4.21,64.86,-147.8
163,Kaitangata,NZ,1601155247,48.0,100,73,11.99,-46.28,169.85
164,Hirara,JP,1601155247,76.03,100,81,20.09,24.8,125.28
165,Kemijärvi,FI,1601155247,42.62,93,96,5.79,66.71,27.43
166,Norman Wells,CA,1601155030,44.6,75,70,11.41,65.28,-126.83
167,Langsa,ID,1601155248,73.94,99,90,2.75,4.47,97.97
168,East London,ZA,1601154915,57.54,0,53,21.85,-33.02,27.91
