City ID,City,Country,Date,Max Temp,Clouds,Humidity,Wind Speed,Lat,Lng
84,Esperança,BR,1601160109,73.4,21,73,13.87,-7.03,-35.86
85,Husavik,IS,1601160109,53.6,75,62,19.46,66.04,-17.34
86,Satipo,PE,1601160109,77.86,83,59,2.64,-11.25,-74.64
87,Port Elizabeth,ZA,1601160109,50.0,75,76,18.34,-33.92,25.57
88,Mayumba,GA,1601160110,74.84,100,83,8.41,-3.43,10.66
89,Seoul,KR,1601160072,57.2,1,87,4.21,37.57,126.98
90,Saint-Raphaël,HT,1601160110,74.84,12,90,4.74,19.43,-72.2
91,Liku,ID,1601160110,76.01,100,81,3.31,-0.73,119.89
92,Jalu,LY,1601160111,77.88,5,69,11.79,29.03,21.55
93,Hilo,US,1601159739,80.6,90,65,4.7,19.73,-155.09
94,Busselton,AU,1601159385,48.99,93,84,3.85,-33.65,115.33
95,Pangai,TO,1601160111,74.44,63,78,19.6,-19.8,-174.35
96,Ilulissat,GL,1601160112,32.0,100,98,9.17,69.22,-51.1
97,Khatanga,RU,1601160112,40.62,100,88,21.32,71.97,102.5
98,Maniitsoq,GL,1601160112,35.85,100,93,10.04,65.42,-52.9
99,Westlock,CA,1601160112,63.0,1,31,17.22,54.15,-113.87
100,Hong Kong,HK,1601159889,81.0,99,88,20.13,22.29,114.16
101,Yomou,GN,1601160113,69.04,100,99,3.76,7.56,-9.27
102,Kailua,US,1601160113,87.8,75,65,12.75,21.4,-157.74
103,Monte Alegre,BR,1601160113,80.1,67,67,3.29,-2.01,-54.07
104,George Town,MY,1601160114,78.8,40,78,5.82,5.41,100.34
105,Vestmannaeyjar,IS,1601160114,50.14,100,97,5.26,63.44,-20.27
106,Hambantota,LK,1601160114,77.0,16,100,3.36,6.12,81.12
107,Buala,SB,1601159588,84.67,24,71,9.71,-8.14,159.59
108,Cap Malheureux,MU,1601160115,69.01,2,77,5.99,-19.98,57.61
109,Padang,ID,1601159638,75.09,100,80,4.61,-0.95,100.35
110,Shingū,JP,1601160115,70.25,82,81,4.68,33.73,135.98
111,Pacific Grove,US,1601160115,73.0,13,86,5.99,36.62,-121.92
112,Port Alfred,ZA,1601159528,53.6,1,63,17.18,-33.59,26.89
113,Barrow,US,1601159253,32.0,90,97,10.29,71.29,-156.79
114,Krasnosel'kup,RU,1601160116,44.56,100,86,13.22,65.7,82.47
115,Huarmey,PE,1601160116,63.54,12,79,8.9,-10.07,-78.15
116,Mayya,RU,1601160116,51.8,40,71,6.71,61.73,130.28
117,Tuzha,RU,1601160117,47.1,85,82,4.83,57.61,47.94
118,Estevan,CA,1601160117,66.2,40,34,32.21,49.13,-102.98
119,Yuncheng,CN,1601160117,62.92,15,70,5.39,35.02,110.99
120,Cabinda,AO,1601160118,74.16,70,80,7.45,-5.55,12.2
121,Frei Paulo,BR,1601160118,80.6,75,65,10.29,-10.55,-37.53
122,Chenzhou,CN,1601160118,63.39,100,93,2.91,25.8,113.03
123,Anadyr,RU,1601159571,33.8,20,80,6.71,64.75,177.48
124,Saint-Augustin,CA,1601160058,48.63,100,61,13.62,51.23,-58.65
125,Kuah,MY,1601160119,77.0,40,100,2.24,6.33,99.84
126,San Policarpo,PH,1601160119,79.81,58,89,2.46,12.18,125.51
127,New Norfolk,AU,1601159523,46.99,35,71,3.0,-42.78,147.06
128,Avera,US,1601160119,75.2,1,83,4.7,33.19,-82.53
129,Namatanai,PG,1601160119,85.32,16,68,7.9,-3.67,152.43
130,Necochea,AR,1601160120,53.01,100,99,8.01,-38.55,-58.74
131,Acaraú,BR,1601160120,77.65,2,79,16.46,-2.89,-40.12
132,Cabo San Lucas,MX,1601159529,89.6,20,74,4.7,22.89,-109.91
133,Kedrovyy,RU,1601160066,42.8,75,93,6.71,56.17,91.82
134,Latung,PH,1601160120,84.42,76,73,9.24,5.5,120.88
135,Constitución,CL,1601160091,50.92,6,75,9.84,-35.33,-72.42
136,Tevriz,RU,1601160121,42.37,79,84,3.85,57.51,72.4
137,Ilām,NP,1601160121,62.62,72,90,2.68,26.92,87.92
138,Hithadhoo,MV,1601160121,82.45,96,68,6.35,-0.6,73.08
139,Bor,RU,1601160121,53.01,75,76,6.71,56.36,44.07
140,Provideniya,RU,1601160122,37.4,64,72,12.03,64.38,-173.3
141,Arrondissement de Saint-Jean-de-Maurienne,FR,1601160122,28.0,61,96,2.59,45.17,6.58
142,Saint-Philippe,RE,1601159553,68.0,39,64,6.93,-21.36,55.77
143,Bethel,US,1601160123,71.6,75,73,4.7,41.37,-73.41
144,Mayskiy,RU,1601160123,66.2,20,39,24.61,47.69,40.1
145,Hwange,ZW,1601160123,74.32,3,21,5.19,-18.37,26.5
146,Tocopilla,CL,1601160123,61.92,19,65,11.34,-22.09,-70.2
147,Ucluelet,CA,1601160124,57.99,75,87,4.7,48.93,-125.55
148,Meulaboh,ID,1601160124,75.52,76,85,3.62,4.14,96.13
149,Kaitangata,NZ,1601160124,48.0,100,73,11.99,-46.28,169.85
150,Khorixas,NA,1601160124,52.81,0,59,5.84,-20.37,14.97
151,North Platte,US,1601160125,78.8,40,31,16.82,41.12,-100.77
152,Torbay,CA,1601160125,53.01,20,66,5.82,47.67,-52.73
153,Hualmay,PE,1601160125,62.64,21,79,11.12,-11.1,-77.61
154,Vatne,NO,1601160125,48.2,0,70,21.92,62.57,6.65
155,Westport,US,1601160126,72.0,75,83,4.7,41.14,-73.36
156,Pampa,US,1601160126,100.4,1,12,17.22,35.54,-100.96
157,Poyarkovo,RU,1601160126,54.97,81,84,11.99,49.6,128.68
158,Fort Nelson,CA,1601159949,48.2,90,93,11.41,58.81,-122.7
159,Vila Velha,BR,1601160127,75.2,0,83,8.05,-20.33,-40.29
160,Kjøllefjord,NO,1601160127,41.43,0,68,16.22,70.95,27.35
161,Klaksvík,FO,1601160127,46.4,100,81,12.75,62.23,-6.59
162,Noumea,NC,1601159997,80.01,75,78,9.17,-22.28,166.46
163,Tual,ID,1601160127,80.2,84,85,15.68,-5.67,132.75
164,Caernarfon,GB,1601160128,50.0,43,87,3.36,53.14,-4.27
165,Faya,SA,1601160091,66.2,0,29,5.5,18.39,42.45
166,High Level,CA,1601159907,53.6,90,81,6.93,58.52,-117.14
167,Burnie,AU,1601160128,55.0,11,62,20.0,-41.07,145.92
168,Majene,ID,1601160129,78.31,95,82,3.74,-3.54,118.97
169,Sabang,ID,1601160129,81.41,100,80,13.94,5.89,95.32
170,Saint George,US,1601159956,93.2,1,8,9.17,37.1,-113.58
171,Dodola,ET,1601160129,50.76,42,85,1.45,6.98,39.18
172,Pangody,RU,1601160130,46.36,100,93,7.9,65.85,74.49
173,Gizo Government Station,SB,1601160130,83.71,2,71,4.99,-8.1,156.84
174,Dargaville,NZ,1601160130,61.18,86,79,13.78,-35.93,173.88
175,Bako,ET,1601160131,63.79,65,90,3.2,5.78,36.57
176,Yar-Sale,RU,1601160131,44.08,95,92,4.18,66.83,70.83
177,Rocha,UY,1601159574,60.46,100,96,5.59,-34.48,-54.33
178,Taltal,CL,1601160131,56.46,16,75,6.44,-25.4,-70.48
179,Laguna,US,1601160132,90.0,1,25,13.87,38.42,-121.42
180,Coquimbo,CL,1601160132,59.0,0,62,9.17,-29.95,-71.34
181,Ketchikan,US,1601160132,55.4,75,87,9.17,55.34,-131.65
182,Mehamn,NO,1601160132,40.89,0,69,16.49,71.04,27.85
183,Baharly,TM,1601160133,59.68,1,31,5.23,38.44,57.43
184,Simao,CN,1601160133,63.03,55,96,0.6,22.79,100.97
185,Yakeshi,CN,1601160133,51.26,93,90,8.03,49.28,120.73
186,Katobu,ID,1601159569,77.85,100,89,5.21,-4.94,122.53
187,Rabak,SD,1601160133,76.96,98,67,6.55,13.18,32.74
188,Lorengau,PG,1601160134,82.85,98,76,9.62,-2.02,147.27
189,Kwinana,AU,1601160134,48.2,75,65,8.03,-32.25,115.77
190,Leningradskiy,RU,1601159573,32.61,100,96,11.3,69.38,178.42
191,Sandnessjøen,NO,1601160134,41.0,2,86,4.7,66.02,12.63
192,Hervey Bay,AU,1601160135,66.99,0,34,8.01,-25.3,152.85
193,Alice Springs,AU,1601160025,57.2,11,28,9.17,-23.7,133.88
194,Fairbanks,US,1601159929,51.8,40,66,5.82,64.84,-147.72
195,Hergla,TN,1601160135,69.8,21,55,3.36,36.03,10.51
196,Dauriya,RU,1601160135,41.27,3,68,9.1,49.93,116.87
197,Vardø,NO,1601160136,42.24,8,66,16.87,70.37,31.11
198,Piaçabuçu,BR,1601160136,74.08,3,85,8.61,-10.41,-36.43
199,Touros,BR,1601160136,77.0,20,78,9.17,-5.2,-35.46
200,Āsosa,ET,1601160136,61.47,100,99,2.15,10.07,34.53
201,Yulara,AU,1601160137,59.0,0,26,13.87,-25.24,130.99
202,Okha,RU,1601159572,51.73,82,77,13.38,53.57,142.95
203,Karratha,AU,1601160137,68.83,79,33,8.12,-20.74,116.85
204,Waipawa,NZ,1601159614,60.8,42,67,28.86,-41.41,175.52
205,Ponta do Sol,PT,1601160138,71.6,40,60,12.75,32.67,-17.1
206,Ruiru,KE,1601160138,57.0,89,86,5.99,-1.16,36.96
207,Cidreira,BR,1601160138,64.6,95,94,19.33,-30.18,-50.21
208,Port Lincoln,AU,1601159573,54.34,3,62,12.37,-34.73,135.87
209,Naze,JP,1601160138,77.0,75,78,6.93,28.37,129.48
210,Salalah,OM,1601160139,78.8,75,83,4.7,17.02,54.09
211,Mar del Plata,AR,1601160134,54.0,90,100,11.41,-38.0,-57.56
212,Dudinka,RU,1601159582,46.4,90,87,24.61,69.41,86.18
213,Manggar,ID,1601160139,78.19,100,82,2.33,-2.88,108.27
214,Dwārka,IN,1601160139,81.41,53,75,13.8,22.24,68.97
215,George Town,MY,1601159399,78.8,40,78,5.82,5.41,100.34
216,Toms River,US,1601160140,73.4,75,83,4.7,39.95,-74.2
217,Sănduleşti,RO,1601160140,54.0,95,100,6.93,46.58,23.72
218,Vigrestad,NO,1601160140,51.8,100,81,1.12,58.57,5.7
219,Saint-Leu,RE,1601160141,68.0,0,64,9.17,-21.15,55.28
220,Kawalu,ID,1601160141,71.42,70,91,1.16,-7.38,108.21
221,Kumluca,TR,1601160141,76.26,0,62,1.77,36.37,30.29
222,Castrillón,ES,1601160141,60.8,75,100,14.99,43.4,-6.79
223,Kindu,CD,1601160141,72.12,38,84,2.01,-2.95,25.95
224,Belaya Gora,RU,1601160142,43.14,42,61,10.89,68.53,146.42
225,Grand Gaube,MU,1601160142,69.01,4,77,5.99,-20.01,57.66
226,Bosaso,SO,1601160142,84.78,3,72,4.92,11.28,49.18
227,Bengkulu,ID,1601160142,74.7,99,88,6.62,-3.8,102.27
228,Shahr-e Bābak,IR,1601160143,58.03,0,29,5.41,30.12,55.12
229,Kapaa,US,1601160143,86.0,90,62,11.41,22.08,-159.32
230,São João da Barra,BR,1601159553,77.0,0,78,18.34,-21.64,-41.05
231,Dingle,PH,1601159577,79.03,91,85,2.57,11.0,122.67
232,Kongolo,CD,1601160143,74.43,49,75,1.07,-5.38,27.0
233,Kalmunai,LK,1601160144,79.21,100,83,5.82,7.42,81.82
234,Templemore,IE,1601160144,39.99,15,86,3.22,52.79,-7.83
235,Carballo,ES,1601160144,62.6,75,93,8.05,43.21,-8.69
236,Hamilton,US,1601160031,75.99,75,64,11.41,39.18,-84.53
237,Whitianga,NZ,1601160144,60.01,100,98,5.99,-36.83,175.7
238,Cocoa,US,1601159863,89.6,40,70,8.05,28.39,-80.74
239,São Marcos,BR,1601160145,78.01,39,38,1.86,-28.97,-51.07
240,Broken Hill,AU,1601160145,48.2,1,70,6.93,-31.95,141.43
241,Ahipara,NZ,1601159609,60.67,94,79,12.95,-35.17,173.17
242,Clarksdale,US,1601160146,75.2,62,73,5.03,34.2,-90.57
243,Port Hardy,CA,1601160146,55.4,75,87,2.24,50.7,-127.42
244,Conde,BR,1601160146,75.2,5,88,8.05,-7.26,-34.91
245,Kahului,US,1601160146,89.6,40,43,17.22,20.89,-156.47
246,Peniche,PT,1601160147,64.99,20,82,5.99,39.36,-9.38
